,sentence1,sentence2,similarity_score
1078,"['woman', 'lose', 'apartment', 'building', 'snow']","['woman', 'stand', 'building', 'snow']",4.400000095367432
1079,"['cow', 'graze', 'road']","['sheep', 'grazing', 'field']",1.0
1080,"['mountain', 'goat', 'graze', 'aline', 'lake']","['animal', 'graze', 'mountain', 'body', 'water']",3.200000047683716
1081,"['black', 'white', 'cow', 'fence']","['black', 'white', 'cow', 'metal', 'gate', 'partly', 'cloudy', 'blue', 'sky']",3.200000047683716
1082,"['passenger', 'train', 'wait', 'station']","['passenger', 'train', 'wait', 'city', 'train', 'station']",4.0
1083,"['white', 'animal', 'run', 'snow', 'cover', 'wood']","['white', 'dog', 'run', 'snow', 'cover', 'wood']",3.400000095367432
1084,"['man', 'sit', 'grass', 'look', 'sky']","['train', 'ride', 'track', 'snow']",0.0
1085,"['black', 'flat', 'screen', 'television', 'place', 'floor']","['flat', 'screen', 'floor']",4.0
1086,"['silver', 'bicycle', 'mark', 'living', 'room']","['bicycle', 'dining', 'room']",2.400000095367432
1087,"['black', 'train', 'train', 'track']","['train', 'train', 'track']",4.099999904632568
1088,"['black', 'train', 'train', 'track']","['train', 'train', 'track']",4.099999904632568
1089,"['orange', 'cabby', 'cat', 'sleep', 'sofa']","['wear', 'big', 'sitting', 'green', 'couch']",0.0
1090,"['bald', 'eagle', 'perch', 'rope']","['bald', 'eagle', 'perch', 'branch']",2.5999999046325684
1091,"['couple', 'lose', 'picture', 'couch']","['young', 'couple', 'sit', 'couch']",4.0
1092,"['man', 'play', 'guitar', 'have', 'drink']","['young', 'boy', 'red', 'blue', 'jacket', 'feed', 'sheep']",0.0
1093,"['cat', 'sit', 'sofa', 'look', 'window']","['cat', 'look', 'window']",3.799999952316284
1094,"['red', 'double', 'hecker', 'bus']","['red', 'double', 'hecker', 'bus', 'hood']",3.75
1095,"['close', 'animal', 'long', 'face', 'stand', 'grass', 'near', 'tree']","['close', 'woman', 'black', 'boot', 'blue', 'motorcycle']",0.0
1096,"['brown', 'white', 'dog', 'sit', 'flora', 'patter', 'chair']","['small', 'orange', 'white', 'dog', 'collar', 'bell', 'relax', 'flower', 'print', 'pillow']",1.7999999523162842
1097,"['group', 'people', 'sit', 'restaurant', 'table']","['group', 'people', 'sit', 'table', 'food']",4.199999809265137
1098,"['sheep', 'cliff', 'look', 'camera']","['sheep', 'stand', 'look', 'camera', 'face', 'opposite', 'direction']",2.0
1099,"['black', 'white', 'photo', 'train', 'station']","['black', 'white', 'photo', 'cat', 'lie']",1.600000023841858
1100,"['row', 'locomotive', 'riding', 'field']","['dark', 'brown', 'horse', 'stand', 'field']",1.2000000476837158
1101,"['white', 'apple', 'computer', 'sit', 'beige', 'carting', 'bedroom']","['apple', 'computer', 'sit', 'floor']",3.5999999046325684
1102,"['dog', 'tap', 'small', 'table']","['dog', 'sleep', 'table']",4.599999904632568
1103,"['boat', 'sail', 'sail', 'water']","['nail', 'boat', 'sail', 'water']",3.5999999046325684
1104,"['red', 'sport', 'car', 'race', 'track']","['red', 'sport', 'car', 'drive', 'quickly', 'track']",4.599999904632568
1105,"['black', 'bird', 'sit', 'concrete', 'slab']","['small', 'dog', 'sit', 'white', 'wall']",0.800000011920929
1106,"['victory', 'miner', 'bus', 'white', 'red', 'gold', 'stripe']","['white', 'tour', 'bus', 'red', 'orange', 'yellow', 'stripe']",3.200000047683716
1107,"['red', 'double', 'hecker', 'bus', 'street']","['red', 'double', 'hecker', 'bus', 'city', 'street']",4.400000095367432
1108,"['group', 'river', 'barge', 'tree', 'background']","['young', 'girl', 'wear', 'bike', 'helmet', 'bicycle', 'background']",0.4000000059604645
1109,"['seagull', 'float', 'water']","['large', 'cruise', 'ship', 'float', 'water']",1.2000000476837158
1110,"['motorcycle', 'mark', 'car']","['bmw', 'motorcycle', 'mark', 'car']",3.0
1111,"['gray', 'cat', 'look', 'window']","['cat', 'look', 'window']",4.0
1112,"['black', 'white', 'photo', 'cow', 'tree']","['black', 'white', 'photo', 'cow', 'walk', 'tree', 'field']",4.199999809265137
1113,"['post', 'plant', 'sunlight', 'window']","['post', 'plant', 'sprouting']",2.799999952316284
1114,"['people', 'row', 'boat', 'near', 'shore']","['people', 'boat', 'green', 'water']",2.799999952316284
1115,"['girl', 'red', 'shirt', 'ride', 'brown', 'horse']","['white', 'dog', 'lay', 'bed', 'yellow', 'coverlet']",0.0
1116,"['small', 'desk', 'chair', 'sundry', 'room']","['room', 'wall', 'washed', 'dwyer']",1.399999976158142
1117,"['amtrak', 'passenger', 'train', 'wait', 'station']","['passenger', 'train', 'wait', 'station']",4.0
1118,"['large', 'jet', 'ground', 'airport']","['passenger', 'jet', 'fly', 'air']",1.7999999523162842
1119,"['young', 'girl', 'wear', 'helmet', 'ride', 'pony']","['girl', 'wear', 'red', 'louse', 'ride', 'brown', 'horse']",2.0
1120,"['people', 'sit', 'porch']","['people', 'sit', 'couch']",1.399999976158142
1121,"['horse', 'stand', 'pen']","['group', 'horse', 'graze', 'field']",1.600000023841858
1122,"['red', 'train', 'yellow', 'train', 'track']","['train', 'travel', 'track']",3.400000095367432
1123,"['people', 'sit', 'table', 'restaurant']","['group', 'people', 'sit', 'table', 'porch']",1.0
1124,"['lamb', 'stand', 'near', 'tiny', 'animal']","['sheep', 'stand', 'near', 'child']",1.399999976158142
1125,"['person', 'ride', 'dirt', 'bike', 'outdoor']","['person', 'jump', 'motorbike', 'air']",2.200000047683716
1126,"['cow', 'ear', 'tag', 'grassy', 'field']","['sheep', 'stand', 'green', 'hill']",0.2000000029802322
1127,"['nail', 'boat', 'sail', 'water']","['nail', 'boat', 'float', 'blue', 'water']",4.199999809265137
1128,"['woman', 'like', 'hat']","['smile', 'woman', 'sit', 'wear', 'like', 'hat']",4.199999809265137
1129,"['mark', 'white', 'double', 'hecker', 'bus']","['red', 'white', 'double', 'hecker', 'bus', 'mark']",4.199999809265137
1130,"['field', 'black', 'faced', 'sheep']","['black', 'faced', 'sheep']",2.799999952316284
1131,"['bird', 'perch', 'metal', 'band']","['small', 'bird', 'perch', 'metal', 'bar']",4.0
1132,"['table', 'blue', 'table', 'cloth', 'kitchen']","['wooden', 'cabinet', 'kitchen']",1.600000023841858
1133,"['young', 'woman', 'bracelet', 'wear', 'like', 'jean']","['woman', 'wear', 'like', 'jean']",4.0
1134,"['brown', 'horse', 'grazing', 'field', 'green', 'grass']","['grown', 'horse', 'stand', 'middle', 'grassy', 'field']",4.0
1135,"['pot', 'liquid', 'center', 'trefoil', 'cover', 'plate']","['pot', 'food', 'place', 'center', 'red', 'tablecloth']",1.399999976158142
1136,"['black', 'white', 'cow', 'stand', 'grassy', 'field']","['blue', 'jay', 'stand', 'grassy', 'field']",0.6000000238418579
1137,"['yellow', 'blue', 'airplane', 'fly', 'sky']","['white', 'airplane', 'fly', 'blue', 'sky']",3.200000047683716
1138,"['woman', 'sit', 'chair', 'christmas', 'holding']","['train', 'sit', 'track', 'train', 'yard']",0.0
1139,"['sign', 'young', 'people', 'sit', 'den', 'living', 'room']","['girl', 'sit', 'living', 'chair']",0.800000011920929
1140,"['brain', 'go', 'track']","['brain', 'glide', 'track']",4.599999904632568
1141,"['young', 'woman', 'dress', 'black']","['young', 'kiss', 'dress', 'sit', 'chair']",0.2000000029802322
1142,"['group', 'people', 'sit', 'table', 'drink']","['people', 'sit', 'table']",3.0
1143,"['plane', 'fly', 'distance']","['woman', 'white', 'horse']",0.0
1144,"['group', 'river', 'barge', 'tree', 'background']","['group', 'cow', 'field', 'yellow', 'tag', 'ear']",0.2000000029802322
1145,"['living', 'room', 'dining', 'table', 'background']","['living', 'room', 'large', 'sofas', 'dining', 'table', 'background']",3.5999999046325684
1146,"['fellow', 'stripe', 'cat', 'rest', 'blue', 'sofa']","['orange', 'cabby', 'cat', 'sleep', 'sofa']",4.0
1147,"['passenger', 'train', 'come', 'station']","['large', 'bird', 'fly', 'air']",0.0
1148,"['people', 'waddle', 'red', 'canoe', 'tree', 'background']","['people', 'add', 'yellow', 'canoe', 'river', 'tree', 'background']",3.400000095367432
1149,"['black', 'train', 'move', 'track']","['black', 'train', 'idle', 'track']",2.200000047683716
1150,"['white', 'deep', 'mark', 'store']","['white', 'deep', 'mark', 'street']",3.5
1151,"['woman', 'stand', 'tour', 'bus']","['man', 'talk', 'plane']",0.4000000059604645
1152,"['man', 'ride', 'large', 'black', 'motorbike']","['child', 'sit', 'large', 'black', 'leather', 'chair']",0.0
1153,"['bicycle', 'mark', 'outside', 'bookstore']","['people', 'stand', 'outside', 'bookstore']",0.800000011920929
1154,"['lane', 'mid', 'flight', 'sunset']","['plane', 'fly', 'near', 'sunset']",3.799999952316284
1155,"['red', 'bush', 'mark', 'garden']","['red', 'bush', 'mark', 'large', 'white', 'building', 'formal', 'garden']",3.400000095367432
1156,"['yellow', 'parrot', 'cling', 'cage']","['yellow', 'orange', 'bird', 'hold', 'cage']",3.400000095367432
1157,"['couple', 'sailing', 'small', 'sailboat']","['man', 'sail', 'small', 'sailboat']",3.0
1158,"['silver', 'blue', 'motorcycle', 'sit', 'car']","['motorcycle', 'mark', 'car']",3.5999999046325684
1159,"['red', 'double', 'hecker', 'bus']","['red', 'double', 'hecker', 'bus']",5.0
1160,"['foot', 'stand', 'pretty', 'day', 'large', 'building', 'background']","['police', 'officer', 'stand', 'van', 'bus', 'background']",0.4000000059604645
1161,"['small', 'white', 'dog', 'chess', 'twig', 'lie', 'wooden', 'deck']","['white', 'dog', 'lay', 'wooden', 'floor', 'underneath', 'table']",1.600000023841858
1162,"['standing', 'silver', 'train']","['standing', 'silver', 'rail', 'car']",4.400000095367432
1163,"['close', 'sheep', 'tongue', 'hang']","['close', 'image', 'sheep', 'tongue', 'hang']",5.0
1164,"['black', 'white', 'horn', 'cow', 'stand', 'field']","['black', 'white', 'cow', 'stand', 'field']",4.199999809265137
1165,"['man', 'ride', 'white', 'horse', 'arena']","['man', 'ride', 'white', 'horse']",4.0
1166,"['train', 'sit', 'track', 'near', 'field']","['train', 'travel', 'track']",2.200000047683716
1167,"['woman', 'small', 'child', 'sit', 'dinner', 'table', 'smile', 'camera']","['small', 'cat', 'lay', 'wooden', 'beam', 'look', 'camera']",0.4000000059604645
1168,"['buddha', 'statue', 'sit', 'table', 'wooden', 'table', 'runner']","['bird', 'stand', 'wooden', 'fencepost']",0.4000000059604645
1169,"['red', 'bush', 'drive', 'garden']","['brain', 'pull', 'station']",0.0
1170,"['row', 'grazing', 'snow', 'cover', 'field']","['cow', 'grazing', 'snow', 'cover', 'field']",3.799999952316284
1171,"['man', 'ride', 'white', 'horse']","['woman', 'ride', 'brown', 'horse']",1.7999999523162842
1172,"['blue', 'shirt', 'stand', 'fountain']","['man', 'blue', 'shirt', 'part', 'stand', 'statue', 'man', 'gobble', 'stone', 'pave', 'place']",3.200000047683716
1173,"['girl', 'ride', 'gear', 'sit', 'stop', 'brown', 'horse']","['girl', 'red', 'shirt', 'ride', 'brown', 'horse']",4.0
1174,"['clear', 'plastic', 'chair', 'bookcase']","['clear', 'plastic', 'chair', 'book', 'shelf']",4.199999809265137
1175,"['dog', 'wear', 'gray', 'jacket']","['dog', 'lay', 'pet', 'jacket']",3.0
1176,"['sheep', 'stand', 'hillside']","['large', 'sheep', 'stand', 'hill']",4.0
1177,"['black', 'white', 'cow', 'stand', 'grassy', 'field']","['black', 'white', 'cow', 'stand', 'field']",3.799999952316284
1178,"['woman', 'black', 'like', 'jean']","['woman', 'black', 'hat', 'stand', 'subway']",1.0
1179,"['girl', 'ride', 'brown', 'horse']","['jockey', 'wear', 'purple', 'ride', 'brown', 'horse']",2.200000047683716
1180,"['standing', 'yellow', 'coquette']","['man', 'stand', 'yellow', 'sport', 'car']",3.200000047683716
1181,"['man', 'sit', 'grass', 'look', 'sky']","['man', 'stand', 'sidewalk', 'horse']",0.0
1182,"['man', 'pose', 'large', 'fountain', 'statue']","['blue', 'shirt', 'stand', 'fountain']",2.799999952316284
1183,"['white', 'cat', 'stand', 'carpet']","['sheep', 'stand', 'forest']",0.4000000059604645
1184,"['flat', 'screen', 'floor']","['flat', 'screen', 'sit', 'floor']",5.0
1185,"['brown', 'horse', 'stand', 'grassy', 'field']","['man', 'sail', 'small', 'sailboat']",0.0
1186,"['sheep', 'stand', 'doorway']","['ram', 'stand', 'snowy', 'ground']",1.399999976158142
1187,"['room', 'computer', 'monitor']","['room', 'computer', 'monitor', 'row']",4.0
1188,"['line', 'outside', 'bookstore', 'street']","['yellow', 'motorcycle', 'mark', 'street']",0.4000000059604645
1189,"['passenger', 'jet', 'sit', 'runaway']","['large', 'passenger', 'jet', 'fly', 'close', 'ground']",1.7999999523162842
1190,"['old', 'green', 'bottle', 'sit', 'table']","['man', 'suit', 'sit', 'table']",0.4000000059604645
1191,"['white', 'horse', 'stare', 'fence']","['horse', 'stand', 'pen']",3.0
1192,"['black', 'white', 'cow', 'pause', 'gate']","['white', 'airplane', 'fly', 'sky']",0.0
1193,"['black', 'white', 'cow', 'stand', 'grassy', 'field']","['black', 'white', 'horn', 'cow', 'stand', 'field']",4.0
1194,"['black', 'white', 'photo', 'cat', 'lie']","['black', 'white', 'image', 'cat', 'lay', 'rug']",4.199999809265137
1195,"['man', 'woman', 'stand', 'smile', 'camera']","['man', 'woman', 'lose', 'camera']",4.199999809265137
1196,"['orange', 'white', 'cat', 'asleep', 'leather', 'chair']","['ginger', 'cat', 'sit', 'office', 'chair']",3.0
1197,"['white', 'cat', 'stand', 'carpet']","['pretty', 'white', 'stripe', 'cat', 'head', 'hang', 'table']",1.600000023841858
1198,"['grey', 'white', 'domestic', 'kitten', 'lie', 'desk']","['man', 'bicycle', 'lay', 'green', 'grass']",0.2000000029802322
1199,"['woman', 'lose', 'apartment', 'building', 'snow']","['white', 'bus', 'mark', 'grass', 'building']",0.0
1200,"['young', 'woman', 'bracelet', 'wear', 'like', 'jean']","['woman', 'wear', 'jean', 'dark', 'like', 'bracelet']",4.599999904632568
1201,"['table', 'chair', 'room', 'picture', 'wall', 'ceiling', 'fan']","['school', 'bus', 'drive', 'road', 'green', 'tree', 'grass', 'background']",0.0
1202,"['man', 'sit', 'cross', 'legge', 'bed', 'watch', 'small']","['man', 'sit', 'bed', 'close', 'small', 'television']",3.400000095367432
1203,"['headlight', 'blue', 'car']","['close', 'headlight', 'blue', 'car']",4.199999809265137
1204,"['passenger', 'train', 'come', 'station']","['passenger', 'train', 'sit', 'station']",2.400000095367432
1205,"['airplane', 'face', 'camera']","['lone', 'cow', 'sit', 'cold', 'yard']",0.0
1206,"['woman', 'ride', 'brown', 'horse']","['person', 'dress', 'white', 'brown', 'horse']",3.200000047683716
1207,"['jockey', 'ride', 'horse']","['jockey', 'ride', 'horse', 'pen']",3.799999952316284
1208,"['dog', 'blend', 'stuff', 'animal']","['dog', 'sit', 'couch', 'stuff', 'animal']",3.400000095367432
1209,"['train', 'run', 'track']","['train', 'run', 'track', 'rural', 'area']",4.0
1210,"['stand', 'snowy', 'mountain', 'watch', 'plane']","['man', 'stand', 'mountain', 'watch', 'plane']",4.400000095367432
1211,"['bird', 'flap', 'wing', 'water']","['large', 'black', 'bird', 'sit', 'water']",3.200000047683716
1212,"['cruise', 'line', 'lock', 'port']","['cruise', 'ship', 'lock', 'coast']",3.200000047683716
1213,"['red', 'double', 'hecker', 'bus', 'crowded', 'street']","['white', 'bus', 'partially', 'snow', 'public', 'street']",2.0
1214,"['woman', 'pet', 'dog', 'fenced', 'area']","['woman', 'pet', 'dog', 'gaze', 'yard']",4.800000190734863
1215,"['black', 'white', 'cat', 'play', 'blanket']","['black', 'white', 'cat', 'get', 'basket', 'yarn']",2.200000047683716
1216,"['man', 'mountain', 'bike', 'go', 'incline']","['man', 'ride', 'mountain', 'bike', 'rock', 'clear', 'day']",3.200000047683716
1217,"['cat', 'decline', 'office', 'chair']","['ginger', 'cat', 'sit', 'office', 'chair']",3.799999952316284
1218,"['group', 'horse', 'graze', 'field']","['brown', 'horse', 'grazing', 'field', 'green', 'grass']",2.5999999046325684
1219,"['group', 'people', 'have', 'drink']","['row', 'locomotive', 'riding', 'field']",0.0
1220,"['dog', 'fence', 'tunnel', 'look', 'ahead']","['woman', 'pose', 'dining', 'room', 'baby']",0.0
1221,"['sheep', 'dirt', 'road', 'view', 'passenger', 'vehicle']","['sheep', 'middle', 'gravel', 'road']",3.400000095367432
1222,"['yellow', 'blue', 'airplane', 'fly', 'sky']","['line', 'red', 'white', 'aircraft', 'fly', 'formation', 'trailing', 'smoke']",1.0
1223,"['train', 'sit', 'train', 'station']","['blue', 'train', 'station']",4.0
1224,"['train', 'sit', 'track', 'near', 'field']","['baby', 'sit', 'grass']",0.0
1225,"['red', 'double', 'hecker', 'bus', 'take', 'passenger']","['red', 'double', 'hecker', 'bus', 'pick', 'passenger', 'city']",4.400000095367432
1226,"['gun', 'sit', 'couch', 'hold', 'bee', 'girl', 'lie', 'law']","['woman', 'watch', 'street', 'bite', 'cross']",0.0
1227,"['woman', 'kitchen', 'look', 'object']","['woman', 'kitchen', 'take', 'picture']",2.799999952316284
1228,"['race', 'horse', 'gallop', 'rider']","['horse', 'gallop', 'wear', 'number']",2.799999952316284
1229,"['steam', 'engine', 'train', 'move', 'camera']","['large', 'bird', 'prey', 'fly', 'camera']",0.800000011920929
1230,"['black', 'white', 'photo', 'glass', 'bottle', 'local', 'old']","['black', 'white', 'picture', 'short', 'squat', 'local', 'cold', 'bottle']",4.199999809265137
1231,"['small', 'bird', 'perch', 'icy', 'branch']","['yellow', 'bird', 'perch', 'branch']",3.200000047683716
1232,"['boy', 'glass', 'tie', 'computer']","['boy', 'look', 'computer', 'screen']",3.200000047683716
1233,"['red', 'truck', 'spine', 'tire', 'black', 'leave', 'frame']","['red', 'truck', 'spinning', 'tire', 'emit', 'smoke']",3.200000047683716
1234,"['living', 'room', 'table', 'chair', 'sofa', 'alongside', 'large', 'palm']","['living', 'room', 'blue', 'sofa', 'camp', 'bed', 'wooden', 'bench', 'dresser']",2.400000095367432
1235,"['smile', 'woman', 'hold', 'small', 'baby']","['woman', 'sit', 'sofa', 'hold', 'baby']",3.400000095367432
1236,"['gas', 'station', 'tree', 'background']","['police', 'officer', 'stand', 'van', 'bus', 'background']",0.0
1237,"['blue', 'yellow', 'plane', 'fly', 'boat']","['blue', 'yellow', 'plane', 'flight']",4.199999809265137
1238,"['horse', 'stand', 'near', 'gate', 'horse', 'background']","['group', 'river', 'barge', 'tree', 'background']",0.0
1239,"['bottle', 'table']","['old', 'green', 'bottle', 'sit', 'table']",2.400000095367432
1240,"['steam', 'engine', 'come', 'train', 'track', 'near', 'tree']","['train', 'train', 'station']",1.399999976158142
1241,"['train', 'train', 'station']","['train', 'mark', 'train', 'station']",4.199999809265137
1242,"['woman', 'sit', 'sofa', 'hold', 'baby']","['bird', 'sit', 'log', 'lake']",0.4000000059604645
1243,"['bird', 'fly', 'water', 'tender']","['bird', 'fly', 'near', 'bird', 'leader']",3.5999999046325684
1244,"['cow', 'stand', 'large', 'field']","['horse', 'stand', 'field']",1.600000023841858
1245,"['group', 'sheep', 'grazing', 'hill']","['group', 'sheep', 'hill']",4.0
1246,"['man', 'stand', 'train']","['man', 'stand', 'raise', 'statue']",2.0
1247,"['woman', 'lose', 'camera', 'give', 'thumb', 'sign']","['smile', 'young', 'woman', 'give', 'thumb', 'sign']",4.400000095367432
1248,"['woman', 'hold', 'small', 'baby', 'sit', 'sofa']","['woman', 'sit', 'sofa', 'hold', 'baby']",4.800000190734863
1249,"['double', 'hecker', 'red', 'united', 'bus', 'city', 'street']","['doubly', 'hecker', 'red', 'bus', 'drive', 'road']",4.0
1250,"['woman', 'sit', 'brown', 'couch']","['woman', 'stand', 'outside', 'bus']",1.0
1251,"['grey', 'cat', 'green', 'eye', 'look', 'camera']","['grey', 'black', 'white', 'cat', 'look', 'camera']",3.200000047683716
1252,"['bird', 'sit', 'branch']","['sheep', 'stand', 'tree']",0.0
1253,"['group', 'people', 'sit', 'table', 'restaurant']","['people', 'sit', 'table', 'restaurant']",3.799999952316284
1254,"['black', 'white', 'cow', 'stand', 'grass', 'partly', 'cloudy', 'blue', 'sky']","['black', 'white', 'cow', 'metal', 'gate', 'partly', 'cloudy', 'blue', 'sky']",2.400000095367432
1255,"['guy', 'white', 'horse']","['man', 'ride', 'white', 'horse', 'arena']",3.200000047683716
1256,"['dairy', 'cow', 'drink', 'pond']","['cow', 'drink', 'pond']",4.599999904632568
1257,"['share', 'sheep', 'pen']","['white', 'sheep', 'enclosure']",2.400000095367432
1258,"['black', 'dog', 'lie', 'grass']","['black', 'dog', 'lie', 'grass']",5.0
1259,"['young', 'people', 'sit', 'table', 'slide', 'glass', 'door', 'person', 'point']","['people', 'sit', 'face', 'table', 'point']",4.199999809265137
1260,"['man', 'woman', 'hold', 'hand', 'walk', 'beach']","['man', 'beard', 'skullcap', 'boy', 'walk', 'ocean', 'shore']",2.200000047683716
1261,"['men', 'sheep', 'look', 'camera']","['cat', 'look', 'camera']",1.2000000476837158
1262,"['black', 'white', 'dog', 'look', 'camera']","['small', 'black', 'white', 'goat', 'pen', 'look', 'camera']",1.399999976158142
1263,"['black', 'table', 'white', 'fully', 'chair']","['woman', 'child']",0.0
1264,"['red', 'double', 'hecker', 'bus', 'take', 'passenger']","['red', 'double', 'hecker', 'bus', 'drive', 'street']",2.200000047683716
1265,"['nail', 'boat', 'sail', 'water']","['sailboat', 'sailing', 'cloudy', 'day']",3.400000095367432
1266,"['blue', 'bird', 'perch', 'gloved', 'hand', 'person']","['bird', 'perch', 'person', 'gloved', 'hand']",4.199999809265137
1267,"['girl', 'ride', 'brown', 'white', 'horse']","['girl', 'ride', 'brown', 'horse']",3.5999999046325684
1268,"['black', 'train', 'track']","['car', 'mark', 'train', 'track']",1.0
1269,"['young', 'boy', 'color', 'red', 'blue', 'carbon']","['young', 'blonde', 'girl', 'ride', 'gear', 'sit', 'gray', 'white', 'horse']",0.0
1270,"['group', 'people', 'living', 'room']","['group', 'people', 'walk', 'past', 'giant', 'mushroom']",0.800000011920929
1271,"['millard', 'tame', 'white', 'duck', 'grass', 'near', 'water']","['small', 'child', 'pink', 'dress', 'sit', 'table']",0.0
1272,"['cat', 'sit', 'bicycle', 'door']","['horse', 'stand', 'field', 'fence']",0.0
1273,"['girl', 'red', 'bag', 'stand', 'street']","['black', 'dog', 'stare', 'sheep']",0.0
1274,"['horse', 'rider', 'ride', 'white', 'horse']","['woman', 'lead', 'white', 'horse']",3.400000095367432
1275,"['long', 'train', 'train', 'track']","['train', 'train', 'track']",4.199999809265137
1276,"['black', 'dog', 'look', 'black', 'sheep']","['black', 'dog', 'look', 'brown', 'sheep', 'pen']",3.0
1277,"['room', 'computer', 'picture', 'wall']","['home', 'office', 'computer', 'monitor', 'equipment', 'desk']",2.799999952316284
1278,"['black', 'white', 'photo', 'cow', 'walk', 'tree', 'field']","['black', 'white', 'dog', 'look', 'camera']",1.0
1279,"['silver', 'areomexico', 'met', 'miner', 'sit', 'tartar']","['aeromexico', 'silver', 'plane', 'runaway']",4.199999809265137
1280,"['man', 'dirt', 'bike', 'jump', 'high']","['man', 'motorbike', 'jump', 'sky']",3.400000095367432
1281,"['people', 'sail', 'small', 'white', 'sail', 'boat']","['couple', 'sailing', 'small', 'sailboat']",4.199999809265137
1282,"['white', 'airplane', 'mark', 'cement']","['blue', 'motorcycle', 'mark', 'sidewalk']",0.800000011920929
1283,"['cow', 'grazing', 'field']","['sheep', 'grazing', 'field']",0.800000011920929
1284,"['man', 'sit', 'mess', 'table', 'lawton']","['man', 'sit', 'look', 'lawton', 'computer', 'mess', 'table']",4.800000190734863
1285,"['dining', 'table', 'candle', 'wine', 'weapon']","['wooden', 'table', 'set', 'candle', 'wine', 'purple', 'plastic', 'bowl']",3.0
1286,"['people', 'waddle', 'red', 'canoe', 'reflect', 'water']","['people', 'red', 'canoe', 'clear', 'lake']",3.200000047683716
1287,"['scantily', 'clothe', 'woman', 'stand', 'car']","['scantily', 'clad', 'woman', 'stand', 'small', 'red', 'vehicle']",3.799999952316284
1288,"['red', 'double', 'hecker', 'bus', 'take', 'passenger']","['red', 'double', 'hecker', 'bus', 'hood']",2.200000047683716
1289,"['buddha', 'statue', 'hold', 'candle', 'sit', 'table']","['man', 'fish', 'small', 'boat', 'lake']",0.0
1290,"['people', 'sit', 'dinner', 'table', 'smile', 'camera']","['elderly', 'woman', 'sit', 'dinner', 'table', 'man']",2.0
1291,"['multi', 'colored', 'train', 'track']","['black', 'train', 'track']",2.799999952316284
1292,"['white', 'red', 'bus', 'travel', 'street']","['red', 'bus', 'street']",2.200000047683716
1293,"['red', 'blue', 'plane', 'fly', 'landing', 'year']","['wwii', 'fighter', 'plane', 'landing', 'gear']",3.200000047683716
1294,"['small', 'boat', 'go', 'creek']","['boat', 'move', 'river']",3.0
1295,"['woman', 'man', 'sit', 'long', 'table', 'restaurant']","['group', 'people', 'sit', 'table', 'italian', 'restaurant']",3.0
1296,"['goat', 'stand', 'field', 'tree']","['large', 'boat', 'pull', 'small', 'white', 'boat']",0.0
1297,"['black', 'white', 'photo', 'living', 'room', 'large', 'window', 'sofa', 'chair']","['black', 'white', 'scene', 'furnish', 'room', 'view', 'outlooke', 'forest']",3.0
1298,"['close', 'brown', 'horse', 'blue', 'halted']","['close', 'horse', 'wear', 'blue', 'halted']",3.5999999046325684
1299,"['large', 'black', 'bird', 'sit', 'water']","['bird', 'swim', 'water']",2.5999999046325684
1300,"['close', 'cat', 'cream', 'sofa']","['soame', 'cat', 'rest', 'white', 'sofa']",3.400000095367432
1301,"['person', 'jump', 'bicycle', 'perform', 'trick']","['person', 'ride', 'dirt', 'bike', 'outdoor']",2.25
1302,"['yellow', 'school', 'bus', 'mark', 'rural', 'area']","['yellow', 'school', 'bus', 'mark', 'field']",4.0
1303,"['dog', 'wit', 'yellow', 'chair', 'green', 'dumpster']","['bulldog', 'sit', 'yellow', 'chair', 'large', 'waste', 'receptacle']",3.200000047683716
1304,"['woman', 'sit', 'red', 'motorcycle']","['white', 'sheep', 'stand', 'green', 'hill']",0.0
1305,"['sheep', 'stand', 'table', 'auction']","['coolly', 'sheep', 'auction', 'house']",4.199999809265137
1306,"['close', 'black', 'train', 'engine']","['close', 'white', 'sheep', 'black', 'head']",0.0
1307,"['orange', 'white', 'cat', 'asleep', 'leather', 'chair']","['orange', 'white', 'cat', 'lay', 'blanket', 'black', 'leather', 'chair']",4.0
1308,"['train', 'ride', 'track']","['train', 'come', 'track', 'row', 'tree']",3.0
1309,"['black', 'white', 'cow', 'stand', 'grassy', 'field']","['black', 'white', 'horn', 'cow', 'stand', 'field']",3.799999952316284
1310,"['double', 'hecker', 'red', 'united', 'bus', 'city', 'street']","['double', 'hecker', 'bus', 'drive', 'city', 'street']",4.0
1311,"['television', 'desk', 'hotel', 'room', 'lamp', 'lighting']","['television', 'lawton', 'computer', 'hotel', 'room']",2.5999999046325684
1312,"['man', 'ride', 'small', 'bicycle']","['man', 'wheel', 'bike']",2.799999952316284
1313,"['woman', 'wear', 'navy', 'dress', 'cut', 'cake', 'white', 'table']","['person', 'wear', 'helmet', 'sit', 'bicycle', 'sunny', 'day']",0.4000000059604645
1314,"['black', 'train', 'move', 'track']","['train', 'travel', 'track']",4.0
1315,"['close', 'picture', 'white', 'purple', 'motorcycle']","['close', 'picture', 'desk', 'computer', 'paper']",1.0
1316,"['young', 'girl', 'ride', 'brown', 'horse']","['woman', 'ride', 'brown', 'horse']",3.799999952316284
1317,"['woman', 'kitchen', 'look', 'object']","['man', 'suit', 'sit', 'table']",0.0
1318,"['woman', 'lose', 'baby']","['woman', 'pose', 'baby']",2.200000047683716
